"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","significant","significant_strict","higher_in_Dsim","lower_in_Dsim"
"Rab18_OG0007368",1066.13360797599,0.0764386307819721,0.172455853547658,0.443235930874613,0.993391545985832,0.999999999999989,0.0764386307819721,0.657595092203834,0.79569353211315,0.0743189540262931,1,FALSE,FALSE,FALSE,FALSE
"RpL35_OG0007367",29775.5440972994,-0.118992236079691,0.121391110083522,-0.980238470492776,0.999151615209878,0.999999999999989,-0.118992236079691,0.326968418848647,0.517339744302125,-0.118943495860622,1,FALSE,FALSE,FALSE,FALSE
"Tre1_OG0007366",599.241751443745,-0.54195234965804,0.156404791491124,-3.46506231996606,0.394261406754598,0.999999999999989,-0.54195234965804,0.000530108621828049,0.0043531011765679,-0.518120790446417,1,FALSE,FALSE,FALSE,FALSE
"Gr5a_OG0007365",11.5031121052233,-0.749013005419903,0.671130592106628,-1.11604658501531,0.386673683066047,0.999999999999989,-0.749013005419903,0.264402194490245,0.449199919413569,-0.414622218183455,1,FALSE,FALSE,FALSE,FALSE
"CG42449_OG0007364",9.18140611113729,-0.048809409546058,0.723249346067312,-0.0674862823056259,0.957615958655155,0.999999999999989,-0.048809409546058,0.946194582262671,0.974730629497653,-0.0194362381906573,1,FALSE,FALSE,FALSE,FALSE
"PGAP1_OG0007363",696.529694140422,-0.154907426735652,0.152606047760109,-1.01508052275333,0.988139446647278,0.999999999999989,-0.154907426735652,0.310067445256331,0.500113714710779,-0.148928218099974,1,FALSE,FALSE,FALSE,FALSE
"cv_OG0007362",1067.69283674375,-0.263502577426438,0.15247308573388,-1.72819075680244,0.939558601601836,0.999999999999989,-0.263502577426438,0.0839540303443743,0.210619545066504,-0.250307172857069,1,FALSE,FALSE,FALSE,FALSE
"CG3149_OG0008090",608.30288991725,0.198380877920898,0.169639462515177,1.16942647058405,0.962317352879922,0.999999999999989,0.198380877920898,0.242231850056053,0.424089410276548,0.190787658860828,1,FALSE,FALSE,FALSE,FALSE
"tweek_OG0009458",678.581064549756,0.982744282358333,0.732556220084419,1.34152745607031,0.276433914296664,0.999999999999989,0.982744282358333,0.179749261572876,0.3486761519381,0.527109345876776,1,FALSE,FALSE,FALSE,FALSE
"AdamTS-B_OG0008089",2893.28410153264,0.315160461989107,0.17730086824614,1.77754607242861,0.851416594691053,0.999999999999989,0.315160461989107,0.0754784375324613,0.195346259886832,0.298532815316479,1,FALSE,FALSE,FALSE,FALSE
"CG33080_OG0008088",1915.98400390288,-0.256776376359923,0.250107197036871,-1.02666528353468,0.835833323633186,0.999999999999989,-0.256776376359923,0.304578101853042,0.493408135930178,-0.228323167535958,1,FALSE,FALSE,FALSE,FALSE
"Snx27_OG0008087",758.001934015899,-0.380833201742918,0.128012901297813,-2.97495953831197,0.824046521133521,0.999999999999989,-0.380833201742918,0.00293027195345225,0.0169245195286798,-0.369761378309612,1,FALSE,FALSE,FALSE,FALSE
"CG15773_OG0008086",14.53097706476,-2.3737090725362,0.847907367111925,-2.7994910347593,0.013909897103113,0.151495915952107,-2.3737090725362,0.00511832378397282,0.0262963933466624,-1.74140325370776,0.773261523141753,FALSE,FALSE,FALSE,FALSE
"Snx27_OG0008085",158.97739676991,-0.309003583399957,0.226957795231516,-1.36150240217459,0.800162397256096,0.999999999999989,-0.309003583399957,0.173354974923694,0.340362618832776,-0.280569578373917,1,FALSE,FALSE,FALSE,FALSE
"IntS6_OG0008084",1567.46993595364,-0.130485339732584,0.167169181399592,-0.780558585261472,0.986543223678904,0.999999999999989,-0.130485339732584,0.435062157900212,0.618359014494296,-0.122677978953012,1,FALSE,FALSE,FALSE,FALSE
"CG4078_OG0003286",596.058721973193,-0.0271305560308439,0.183036972900257,-0.148224457610694,0.997098242006919,0.999999999999989,-0.0271305560308439,0.882165630629781,0.940229318276316,-0.0249376143337608,1,FALSE,FALSE,FALSE,FALSE
"CG15772_OG0008428",5.3103214356615,-1.20529299129369,1.11298002710247,-1.08294215704081,0.325877238828973,0.999999999999989,-1.20529299129369,0.278834098283279,0.465204666127178,-0.366746246265251,1,FALSE,FALSE,FALSE,FALSE
"lin-52_OG0003285",405.831115019066,-0.268110592506033,0.187084392659162,-1.43309972945999,0.892438282294723,0.999999999999989,-0.268110592506033,0.151829338755815,0.313729480145465,-0.249087035988928,1,FALSE,FALSE,FALSE,FALSE
"CG15771_OG0008427",842.430371750723,-0.427508717942809,0.183590339469639,-2.32860138054001,0.653524701920391,0.999999999999989,-0.427508717942809,0.0198801928654415,0.0734227823065779,-0.39654889288373,1,FALSE,FALSE,FALSE,FALSE
"CG12288_OG0009457",671.969766004065,-0.131757047073313,0.133794855484614,-0.984769157200255,0.99704221217246,0.999999999999989,-0.131757047073313,0.324737473843933,0.51505557310983,-0.125596266995432,1,FALSE,FALSE,FALSE,FALSE
"MAPk-Ak2_OG0008426",2078.33741330585,0.288662114075908,0.204001894868523,1.41499721981478,0.849945020527074,0.999999999999989,0.288662114075908,0.157069311183116,0.320353864360438,0.266791061077236,1,FALSE,FALSE,FALSE,FALSE
"CG42699_OG0008425",164.454075462673,-0.670202021693579,0.22918290727393,-2.92431067249061,0.228847846628605,0.929889821518219,-0.670202021693579,0.00345220011784176,0.0192698747192157,-0.621688277682093,1,FALSE,FALSE,FALSE,FALSE
"CG3097_OG0008424",301.840990641694,0.0105008961830955,0.432437388920468,0.0242830440941052,0.990069822326615,0.999999999999989,0.0105008961830955,0.980626837996629,0.991846130824667,0.0116958332089574,1,FALSE,FALSE,FALSE,FALSE
"CG42699_OG0003284_OG0",17.4804011801008,1.91651000498251,0.424166558200526,4.5182958626278,0.000419632247170287,0.00856102129206243,1.91651000498251,6.23393357566498e-06,9.60338935290431e-05,1.76372566890496,0.293207220306398,TRUE,FALSE,FALSE,TRUE
"CG3108_OG0008423",142.317039830362,2.73635178451322,0.48824355262689,5.60448114427904,2.32043123899824e-06,7.66679856844774e-05,2.73635178451322,2.08879727134695e-08,5.17130314556744e-07,2.57513954591695,0.00629776286233615,TRUE,TRUE,FALSE,TRUE
"CG42699_OG0008422",449.037416418645,-0.731175328727472,0.229781966081248,-3.18203965784215,0.157192471224936,0.764970944334736,-0.731175328727472,0.0014624179225414,0.00983171152257073,-0.678971982783965,1,FALSE,FALSE,FALSE,FALSE
"CG12239_OG0001754",951.596491890683,-1.70758568777761,0.912865144773779,-1.8705782530461,0.100738778589086,0.597060055627911,-1.70758568777761,0.0614035612155102,0.167935659478206,-0.845819432247999,1,FALSE,FALSE,FALSE,FALSE
"Ccp84Af_OG0000109_OG1",7.26241132153072,1.48609806638163,1.07314134404525,1.38481111982856,0.211180735626617,0.892855044680739,1.48609806638163,0.166110229863079,0.33158096629953,0.5116225488845,1,FALSE,FALSE,FALSE,FALSE
"AgmNAT_OG0001753",79.4760063816571,0.176885111423537,0.363022515224277,0.487256586039178,0.844405469731025,0.999999999999989,0.176885111423537,0.62607650939906,0.772208243681873,0.139103256743607,1,FALSE,FALSE,FALSE,FALSE
"CG15765_OG0008421",538.408063367845,-1.15236227047228,0.55460953994712,-2.07779020638945,0.121190905911902,0.666617914637608,-1.15236227047228,0.0377286862578387,0.117833099378794,-0.829904875389468,1,FALSE,FALSE,FALSE,FALSE
"CG12729_OG0011725",19.7268772115828,1.88808406537663,0.553207118940218,3.41297861277282,0.00605888249899805,0.07681629710939,1.88808406537663,0.000642569847805118,0.0050769226380931,1.61278861023792,0.786925344879642,TRUE,FALSE,FALSE,TRUE
