"","EREC10LA","ERED7Lar","EREF6Lar","MELA5LA","MELE7LA","MELG6Lar","SUZF11LA","SUZF8LA","SUZH10LAR","SIMC11Lar","SIMD11Lar","SIMF7LA","SECA11Lar","SECC7Lar","SECD8Lar","SANB6LA","SAND9LA","SANH4Lar"
"CG33156_OG0007278",1063.95404039587,1301.82523396711,1127.28959571426,621.990673398799,730.390599575756,656.554278700984,784.894975987707,518.870373909637,880.33105340058,630.598757219849,714.729459082009,734.514324216747,621.567518611263,654.784001151221,521.277740249549,719.956746763869,618.714010772537,587.329757992334
"CG6145_OG0007277",158.861507013922,155.211373088463,133.746223220335,71.5289274408619,112.738390699688,89.1146758793679,87.210552887523,144.130659419344,124.638707815643,113.819863020759,109.062421163625,93.6629004034778,93.1946083967343,81.4613166786558,111.702372910618,59.0873592672367,77.9721421104507,77.4871000028127
"CG2225_OG0009575",742.050460393978,620.032867363862,870.596533757215,1101.96014303821,1321.06268076301,1238.46549555429,2098.80341564478,1311.58900071603,2235.6366419905,1063.84855839564,1219.80494349996,929.23456452924,1545.40972358759,606.319673506957,780.537568733452,1552.6339942837,1310.33703754446,1137.60046815724
"CG6145_OG0012430",95.1078759096507,89.3887488991151,71.4420819686264,77.7488341748499,73.2317751553528,60.1714478159834,40.251024409626,93.0297892615763,56.1435620791186,238.654551495139,92.1206858372367,174.180130574889,62.3998682308569,68.0562898834339,85.5005817340531,27.2710888925708,53.6691367773232,92.0861188439223
"CG6145_OG0007276",1820.63648169903,1818.654727602,1256.88220951781,1239.83474230827,1218.92362594107,980.261434673047,782.019902815591,1527.78498984504,1130.73134027345,1788.99123409241,1145.68485144701,1686.7538116521,1049.45232933714,1210.57703519926,1046.69260542171,530.877197108711,691.62302677192,862.465113074785
"Vmat_OG0007275",55.3924991561702,31.6923746096863,55.6583661848601,35.2461381592653,51.0695274109697,103.58628991106,168.670959430814,162.47456152726,158.324845063114,40.3876933299466,59.2960736423592,31.2209668011593,128.041288058122,90.7417198445786,117.218539474105,94.5397748275787,157.969534665329,126.899163772722
"CG13332_OG0007274",34.4896692859173,28.4418746497184,14.1222720170541,4.14660448932533,8.67218389997599,12.1866223424777,13.417008136542,10.4822297759523,10.1058411742413,10.0969233324867,5.29429228949636,8.21604389504191,1.62077579820407,8.24924725859805,5.5161665634873,4.54518148209513,7.08837655549552,10.1070130438451
"Vmat_OG0007272",164.087214481485,82.0751239891875,153.683548420882,171.04743518467,111.774814710802,226.975841128646,443.719626229925,461.2181101419,439.042655458707,60.58153999492,121.768722658416,85.4468565084359,294.17080737404,276.349783163035,308.905327555289,301.800050411117,304.800191886307,306.579395663302
"mip120_OG0007270",1189.37101961739,1244.94148466768,1388.96698897143,1365.26952811036,1470.41695904037,1457.06303382249,1578.41517149176,1137.32193069082,1843.75457867825,2035.90690467776,1949.35842099256,1869.14998612203,1588.36028223999,1227.07552971646,1661.74517725055,1408.09722315307,1229.32701976737,1218.456572508
"mEFTu1_OG0007269",2284.67930481864,3187.92783573844,3021.33548976621,4278.25918186141,2614.18165784832,3643.03841650442,4377.77808340885,7773.8836575906,3905.34617822349,2556.35740736139,2367.60751186277,2780.30925408218,3402.00840043035,5151.65491299449,3902.68784366726,3354.34393378621,4508.20748929515,4877.19529437994
"Cul2_OG0009574",2793.6632121593,2420.80984518604,2395.80191159905,2817.61775049656,3413.94972862388,2808.2547860447,2761.98696067958,4092.00044878736,3284.39838162844,3106.18077792135,2515.84769596867,2568.3353215901,2742.35265056129,2263.38721657784,2935.97965341611,2184.41422029492,2336.12638764688,2064.07666384304
"mars_OG0007268",1021.10323916185,1556.17685583459,1534.34331855876,1780.96662816523,1862.59238651707,1974.23281948138,2361.39343203139,1234.28255611838,2653.34474385915,1632.94787349943,2028.77280533501,1646.4951965664,1798.25074810742,1662.22332260751,1358.35601625875,1597.17677280823,1467.29394698757,1559.8490131001
"drk_OG0007267",2248.0993525457,2195.71272295826,2188.95216264338,1284.41074056852,2355.94329282681,1886.64147139482,2002.00928551687,2080.72261052652,1936.95289172959,2095.57054255155,1937.71097795567,1723.72600917979,1936.82707885387,1342.56499133683,1987.1990044963,1909.88525877637,2084.9953325379,2049.47764500193
"bbc_OG0007266",1499.77804319065,1833.28197742185,1732.05512679751,1651.38523787381,1963.76786535012,1947.57458310721,1800.75416346874,2378.15588041917,1557.42241207475,1323.61485867689,1446.40065349041,1346.60959439737,1776.37027483167,1997.34899248805,1596.93022012957,1861.70633506617,1916.89954565043,1859.69040006751
"cid_OG0000775",296.820184157591,372.994870406307,390.439285177377,136.837948147736,109.847662733029,125.674542906801,291.340748107769,178.197906191188,287.455037845087,122.080982110975,165.181919432286,135.564724268192,212.321629564734,217.573896445524,135.146080805439,322.707885228754,314.926444108444,308.825398561935
"cbc_OG0007265",357.438390781324,451.006869445535,421.175994861553,553.571699324932,496.241634276404,482.894910320677,444.677983953963,362.947205992347,393.00493455383,547.06966419655,511.428635165349,588.268742885001,534.856013407345,551.668410418745,484.04361594601,409.975369684981,306.825442330735,403.157520304489
"arr_OG0007264",3462.55376800739,4177.70507354864,4099.61249436246,2965.85886098994,5027.9395100083,4293.49938403416,4167.89774184437,2780.41144807134,5185.41939362739,6341.78575492276,4891.92607549464,4820.35295322109,3843.66980544096,1517.86149558204,2886.33415434473,5717.83830447567,4512.257990184,3993.39315376815
"cbs_OG0007263",1321.05884779998,597.279367644087,863.950758690366,812.734479907765,707.264775842487,891.146758793679,756.144244266546,484.803127137792,688.320071089994,608.569106312605,705.199732960915,659.748324771865,580.237735757059,480.518652813337,562.648989475704,955.397147536396,718.963907771688,676.046872488308
"cnn_OG0007262",1843.62959455631,2034.81297493986,2291.13095429618,1384.96589943466,1677.58579665091,1708.41211963609,2048.96881399477,1615.57366421864,2255.84832433899,2513.21600766804,2718.08966142743,2169.03558829106,2316.89900353272,1426.08861983014,2189.91812570446,2822.55770038108,2736.11335042127,2726.64751893955
"ATP8A-PQ_OG0007261",8.36113194810116,17.877749779823,12.4608282503418,2.07330224466267,0,6.09331117123883,11.5002926884646,7.8616723319642,4.49148496632949,5.5074127268109,7.41200920529491,7.39443950553772,8.91426689012241,3.09346772197427,11.0323331269746,14.5445807427044,19.2398792220593,20.2140260876903
"Ac3_OG0009573",158.861507013922,12.1893748498793,188.573867521839,291.298965375104,151.281430255137,329.800467143302,185.921398463511,110.063412647499,136.990291473049,177.155109379084,311.304386622386,152.81841644778,323.344771741713,244.383950035967,295.11491114657,454.518148209513,476.946479662627,420.002542044231
"ATP8A_OG0007260",3859.7075355422,3376.45683341657,3617.79380201591,1461.67808248718,2111.19499164971,1992.5127529951,3040.86905837484,4684.24643112867,3730.17826453664,2027.64578558755,2220.42618621477,2032.64925963337,1679.93411483852,1534.35999009924,2933.22157013437,2983.45712484724,3568.49128308089,2908.57375372877
"CG18278_OG0003084_OG0",1193.55158559144,1226.25110989786,1105.690826747,20.7330224466266,25.0529757110418,27.4199002705747,373.759512375099,355.085533660383,324.509788817305,643.449386915741,659.668819271247,632.635379918227,323.344771741713,181.483439689157,606.778321983602,915.399550493959,863.769314548239,898.401159452901
"CG4744_OG0007259",1.04514149351264,0,0,374.231055161611,343.033052043495,297.048919597893,1.91671544807743,0,2.24574248316474,1.8358042422703,0,4.92962633702515,0.810387899102037,3.09346772197427,2.75808328174365,0.909036296419026,0,1.12300144931613
"AttC_OG0007258",2.09028298702529,61.7594992393886,21.5987689672591,18.659720201964,176.334405966179,1083.84772458411,1085.81930133586,463.838667585888,49.4063346296244,58.7457357526496,98.4738365846323,12.3240658425629,1908.4635023853,1255.94789512155,1.37904164087182,17.2716896319615,57.7196376661778,130.268168120671
"CG10814_OG0007257",0,0,9.96866260027345,6.21990673398799,10.5993358777484,50.2698171627203,1668.5007975514,2397.81006124908,175.16791368685,0,0,0.821604389504191,119.937409067102,280.474406792334,1.37904164087182,3.6361451856761,2.02525044442729,1.12300144931613
"Df31_OG0000622_OG0",30529.6281669979,31043.8998676727,31486.0208229637,23522.6506168203,32335.6830350438,28943.9897272808,46925.0275998316,33091.0891239593,46473.3949466112,31551.0496097785,27144.8954267057,26806.4864163532,28341.6959952956,23267.0018928758,21303.4352681879,31789.9083220698,26344.4577811102,29944.8336460145
"CG17047_OG0003083",3.13542448053793,0,0,0,0,15.2332779280971,0,3.9308361659821,0,18.358042422703,25.4126029895825,28.7561536326467,75.3660746164895,224.791987796797,59.2987905574884,3.6361451856761,19.2398792220593,7.86101014521288
"CG4734_OG0003082",0,2.43787496997587,0.830721883356121,0,0,3.80831948202427,1.91671544807743,3.9308361659821,0,0.917902121135151,28.5891783632804,0,32.4155159640815,2489.21036028196,839.836359290941,0,3721.39769163515,3.36900434794838
"Dh31-R_OG0007255",175.583770910124,63.3847492193725,131.254057570267,162.754226206019,131.046334488526,143.954476420517,126.50321957311,82.5475594856241,94.3211842929192,109.230352415083,138.710457984805,114.203010141083,118.316633268897,103.115590732476,118.597581114977,128.174117795083,145.818031998765,129.145166671355
"CG42319_OG0007254",11632.4248227957,10352.8423724975,9503.45834559402,7814.27616013358,8880.31631357542,6286.77380092566,13742.8497627152,26852.8521285457,18993.3670513658,5436.7342634835,5870.31129059356,6190.78907491408,4259.39879768031,8734.92169094801,8092.21634863586,13960.9794404034,11643.1648050125,12014.9925062332
