"gene","baseMean","threshold_log2FoldChange","lfcSE","stat","threshold_pvalue","threshold_padj","raw_log2FoldChange","raw_pvalue","raw_padj","log2FoldChange","strict_padj","pvalue","padj","significant","significant_strict","higher_in_Dere","lower_in_Dere"
"CG7369_OG0003813_OG0",1019.47294391202,-3.05875459991969,0.244253955962907,-12.5228456909177,5.57974299888289e-26,8.42369508431351e-24,-3.05875459991969,5.59910738346596e-36,8.32485465968962e-34,-3.02237191110249,2.41447120785761e-15,5.57974299888289e-26,8.42369508431351e-24,TRUE,TRUE,TRUE,FALSE
"Tbc1d8-9_OG0002007_OG0",3268.60302573335,-2.03652377438268,0.147944502611318,-13.7654575765689,1.43855429670215e-25,2.13886868386942e-23,-2.03652377438268,4.11272002171932e-43,8.23635134145544e-41,-2.01804207340627,1.20178305029282e-10,1.43855429670215e-25,2.13886868386942e-23,TRUE,TRUE,TRUE,FALSE
"del_OG0000960_OG0",353.862103342065,3.01993530884332,0.243455992234094,12.4044402486488,2.0775983617026e-25,3.04290637662502e-23,3.01993530884332,2.47234436546022e-35,3.51610366061756e-33,2.98814303577819,7.18121613819833e-15,2.0775983617026e-25,3.04290637662502e-23,TRUE,TRUE,FALSE,TRUE
"nompC_OG0008828",1871.98216007132,-4.47669831027673,0.391268526945759,-11.4414986178976,1.44110772350745e-24,2.07964560158509e-22,-4.47669831027673,2.59366221233086e-30,3.14217373945713e-28,-4.40449737686347,5.19388581485843e-17,1.44110772350745e-24,2.07964560158509e-22,TRUE,TRUE,TRUE,FALSE
"CG13358_OG0007351",41.7011164207032,5.07365581217073,0.450681367287165,11.2577447847714,1.6856947899037e-24,2.39735115555435e-22,5.07365581217073,2.12117619929454e-29,2.3925404647905e-27,4.99605151142612,1.36247430607087e-17,1.6856947899037e-24,2.39735115555435e-22,TRUE,TRUE,FALSE,TRUE
"Cyp28c1_OG0008372",109.625209209259,7.63691350879046,0.704503572277011,10.840134541983,2.02463766890419e-24,2.83825277785098e-22,7.63691350879046,2.22144117842917e-27,2.1583170578144e-25,7.49842618979842,4.2281820328768e-19,2.02463766890419e-24,2.83825277785098e-22,TRUE,TRUE,FALSE,TRUE
"png_OG0007589",85.5242470104509,-3.19200231093873,0.266839916810855,-11.9622369437378,3.1070129405525e-24,4.29424196980868e-22,-3.19200231093873,5.6031857687333e-33,7.53206328062738e-31,-3.150211049805,1.39178108672484e-14,3.1070129405525e-24,4.29424196980868e-22,TRUE,TRUE,TRUE,FALSE
"CG9246_OG0003681_OG0",1590.58475175223,-12.41774332462,1.18455543144818,-10.4830411434935,4.11094740711077e-24,5.60287873694139e-22,-12.41774332462,1.03365384999344e-25,9.47966843923887e-24,-12.219754396003,5.48750750605263e-20,4.11094740711077e-24,5.60287873694139e-22,TRUE,TRUE,TRUE,FALSE
"CG31674_OG0001894",159.807677234275,-4.08552439554679,0.36400644354783,-11.223769435856,3.42149607738245e-23,4.59933438456904e-21,-4.08552439554679,3.11695279185879e-29,3.39851752739003e-27,-4.02437235992708,1.64929182003851e-15,3.42149607738245e-23,4.59933438456904e-21,TRUE,TRUE,TRUE,FALSE
"RhoGEF3_OG0002063",1079.82227406819,4.31741423342778,0.391577645389153,11.0256912882172,9.33259098068843e-23,1.23757723369589e-20,4.31741423342778,2.87302540750957e-28,2.99925514083951e-26,4.24915591533976,1.69191702798407e-15,9.33259098068843e-23,1.23757723369589e-20,TRUE,TRUE,FALSE,TRUE
